name,role,age,market_value,squadra,stagione
Rolando Mandragora,"Rolando Mandragora            




            Mediano",29/giu/1997 (27),"8,50 mln €",ACF Fiorentina,2023
Maxime Lopez,"Maxime Lopez            




            Mediano",04/dic/1997 (26),"7,50 mln €",ACF Fiorentina,2023
Lorenzo Amatucci,"Lorenzo Amatucci            




            Mediano",05/feb/2004 (20),"1,00 mln €",ACF Fiorentina,2023
Gaetano Castrovilli,"Gaetano Castrovilli            




            Centrale",17/feb/1997 (27),"7,00 mln €",ACF Fiorentina,2023
Alfred Duncan,"Alfred Duncan            




            Centrale",10/mar/1993 (31),"4,00 mln €",ACF Fiorentina,2023
Gino Infantino,"Gino Infantino            




            Centrale",19/mag/2003 (21),"3,00 mln €",ACF Fiorentina,2023
Lucas Beltrán,"Lucas Beltrán            




            Trequartista",29/mar/2001 (23),"16,00 mln €",ACF Fiorentina,2023
Antonín Barák,"Antonín Barák            




            Trequartista",03/dic/1994 (29),"4,50 mln €",ACF Fiorentina,2023
Giacomo Bonaventura,"Giacomo Bonaventura            




            Trequartista",22/ago/1989 (34),"3,00 mln €",ACF Fiorentina,2023
Abdelhamid Sabiri,"Abdelhamid Sabiri            




            Trequartista",28/nov/1996 (27),"2,20 mln €",ACF Fiorentina,2023
Riccardo Sottil,"Riccardo Sottil            




            Ala sinistra",03/giu/1999 (25),"6,00 mln €",ACF Fiorentina,2023
Josip Brekalo,"Josip Brekalo            




            Ala sinistra",23/giu/1998 (26),"3,50 mln €",ACF Fiorentina,2023
Maat Daniel Caprini,"Maat Daniel Caprini            




            Ala sinistra",11/feb/2006 (18),-,ACF Fiorentina,2023
Nico González,"Nico González            




            Ala destra",06/apr/1998 (26),"35,00 mln €",ACF Fiorentina,2023
Jonathan Ikoné,"Jonathan Ikoné            




            Ala destra",02/mag/1998 (26),"10,00 mln €",ACF Fiorentina,2023
Aleksandr Kokorin,"Aleksandr Kokorin            




            Seconda punta",19/mar/1991 (33),800 mila €,ACF Fiorentina,2023
Christian Kouamé,"Christian Kouamé            




            Punta centrale",06/dic/1997 (26),"7,50 mln €",ACF Fiorentina,2023
Luka Jović,"Luka Jović            




            Punta centrale",23/dic/1997 (26),"7,00 mln €",ACF Fiorentina,2023
M'Bala Nzola,"M'Bala Nzola            




            Punta centrale",18/ago/1996 (27),"7,00 mln €",ACF Fiorentina,2023
Andrea Belotti,"Andrea Belotti            




            Punta centrale",20/dic/1993 (30),"5,00 mln €",ACF Fiorentina,2023
Fallou Sene,"Fallou Sene            




            Punta centrale",21/ago/2004 (19),200 mila €,ACF Fiorentina,2023
Vanja Milinković-Savić,"Vanja Milinković-Savić            




            Portiere",20/feb/1997 (27),"5,00 mln €",Torino FC,2023
Mihai Popa,"Mihai Popa            




            Portiere",12/ott/2000 (23),800 mila €,Torino FC,2023
Luca Gemello,"Luca Gemello            




            Portiere",03/lug/2000 (23),300 mila €,Torino FC,2023
Pietro Passador,"Pietro Passador  




            Portiere",26/feb/2003 (21),100 mila €,Torino FC,2023
Matteo Brezzo,"Matteo Brezzo            




            Portiere",13/giu/2005 (19),25 mila €,Torino FC,2023
Alessandro Buongiorno,"Alessandro Buongiorno            




            Difensore centrale",06/giu/1999 (25),"35,00 mln €",Torino FC,2023
Wilfried Singo,"Wilfried Singo            




            Difensore centrale",25/dic/2000 (23),"25,00 mln €",Torino FC,2023
Perr Schuurs,"Perr Schuurs  




            Difensore centrale",26/nov/1999 (24),"25,00 mln €",Torino FC,2023
Matteo Lovato,"Matteo Lovato            




            Difensore centrale",14/feb/2000 (24),"4,00 mln €",Torino FC,2023
David Zima,"David Zima            




            Difensore centrale",08/nov/2000 (23),"4,00 mln €",Torino FC,2023
Saba Sazonov,"Saba Sazonov  




            Difensore centrale",01/feb/2002 (22),"2,80 mln €",Torino FC,2023
Koffi Djidji,"Koffi Djidji            




            Difensore centrale",30/nov/1992 (31),"2,50 mln €",Torino FC,2023
Adam Masina,"Adam Masina            




            Difensore centrale",02/gen/1994 (30),"1,50 mln €",Torino FC,2023
Alessandro Dellavalle,"Alessandro Dellavalle            




            Difensore centrale",11/mag/2004 (20),800 mila €,Torino FC,2023
Ange Caumenan N'Guessan,"Ange Caumenan N'Guessan            




            Difensore centrale",01/set/2003 (20),200 mila €,Torino FC,2023
Ricardo Rodríguez,"Ricardo Rodríguez            




            Terzino sinistro",25/ago/1992 (31),"3,50 mln €",Torino FC,2023
Vimoj Muntu Wa Mungu,"Vimoj Muntu Wa Mungu            




            Terzino sinistro",15/ott/2004 (19),300 mila €,Torino FC,2023
Mërgim Vojvoda,"Mërgim Vojvoda            




            Terzino destro",01/feb/1995 (29),"3,00 mln €",Torino FC,2023
Brandon Soppy,"Brandon Soppy            




            Terzino destro",21/feb/2002 (22),"2,00 mln €",Torino FC,2023
Côme Bianay Balcot,"Côme Bianay Balcot            




            Terzino destro",13/mag/2005 (19),200 mila €,Torino FC,2023
Samuele Ricci,"Samuele Ricci  




            Mediano",21/ago/2001 (22),"22,00 mln €",Torino FC,2023
Adrien Tamèze,"Adrien Tamèze            




            Mediano",04/feb/1994 (30),"5,00 mln €",Torino FC,2023
Ivan Ilić,"Ivan Ilić            




            Centrale",17/mar/2001 (23),"18,00 mln €",Torino FC,2023
Karol Linetty,"Karol Linetty            




            Centrale",02/feb/1995 (29),"3,50 mln €",Torino FC,2023
Emirhan İlkhan,"Emirhan İlkhan  




            Centrale",01/giu/2004 (20),"3,00 mln €",Torino FC,2023
Gvidas Gineitis,"Gvidas Gineitis            




            Centrale",15/apr/2004 (20),"2,00 mln €",Torino FC,2023
Aaron Ciammaglichella,"Aaron Ciammaglichella            




            Centrale",26/gen/2005 (19),"1,00 mln €",Torino FC,2023
Jonathan Silva,"Jonathan Silva            




            Centrale",24/apr/2004 (20),400 mila €,Torino FC,2023
Raoul Bellanova,"Raoul Bellanova            




            Centrocampista di destra",17/mag/2000 (24),"15,00 mln €",Torino FC,2023
Brian Bayeye,"Brian Bayeye            




            Centrocampista di destra",30/giu/2000 (24),400 mila €,Torino FC,2023
Ali Dembélé,"Ali Dembélé            




            Centrocampista di destra",05/gen/2004 (20),300 mila €,Torino FC,2023
Valentino Lazaro,"Valentino Lazaro            




            Centrocampista di sinistra",24/mar/1996 (28),"3,50 mln €",Torino FC,2023
Jacopo Antolini,"Jacopo Antolini            




            Centrocampista di sinistra",10/gen/2004 (20),100 mila €,Torino FC,2023
Nikola Vlašić,"Nikola Vlašić            




            Trequartista",04/ott/1997 (26),"10,00 mln €",Torino FC,2023
Simone Verdi,"Simone Verdi            




            Trequartista",12/lug/1992 (31),"2,50 mln €",Torino FC,2023
Nemanja Radonjić,"Nemanja Radonjić            




            Ala sinistra",15/feb/1996 (28),"2,80 mln €",Torino FC,2023
Yann Karamoh,"Yann Karamoh            




            Ala sinistra",08/lug/1998 (25),"2,50 mln €",Torino FC,2023
Alieu Njie,"Alieu Njie  




            Ala sinistra",14/mag/2005 (19),300 mila €,Torino FC,2023
Demba Seck,"Demba Seck            




            Ala destra",10/feb/2001 (23),"2,00 mln €",Torino FC,2023
Zanos Savva,"Zanos Savva  




            Ala destra",26/nov/2005 (18),"1,00 mln €",Torino FC,2023
Uros Kabic,"Uros Kabic            




            Ala destra",01/gen/2004 (20),"1,00 mln €",Torino FC,2023
Duván Zapata,"Duván Zapata  




            Punta centrale",01/apr/1991 (33),"8,00 mln €",Torino FC,2023
Antonio Sanabria,"Antonio Sanabria            




            Punta centrale",04/mar/1996 (28),"7,00 mln €",Torino FC,2023
Pietro Pellegri,"Pietro Pellegri  




            Punta centrale",17/mar/2001 (23),"3,00 mln €",Torino FC,2023
David Okereke,"David Okereke            




            Punta centrale",29/ago/1997 (26),"2,40 mln €",Torino FC,2023
Ivan Provedel,"Ivan Provedel            




            Portiere",17/mar/1994 (30),"14,00 mln €",SS Lazio,2023
Christos Mandas,"Christos Mandas            




            Portiere",17/set/2001 (22),"3,00 mln €",SS Lazio,2023
Luigi Sepe,"Luigi Sepe            




            Portiere",08/mag/1991 (33),500 mila €,SS Lazio,2023
Federico Magro,"Federico Magro            




            Portiere",10/gen/2005 (19),250 mila €,SS Lazio,2023
Marius Adamonis,"Marius Adamonis            




            Portiere",13/mag/1997 (27),200 mila €,SS Lazio,2023
Alessio Furlanetto,"Alessio Furlanetto            




            Portiere",07/feb/2002 (22),50 mila €,SS Lazio,2023
Davide Renzetti,"Davide Renzetti            




            Portiere",09/giu/2006 (18),50 mila €,SS Lazio,2023
Alessio Romagnoli,"Alessio Romagnoli            




            Difensore centrale",12/gen/1995 (29),"15,00 mln €",SS Lazio,2023
Nicolò Casale,"Nicolò Casale            




            Difensore centrale",14/feb/1998 (26),"14,00 mln €",SS Lazio,2023
Mario Gila,"Mario Gila            




            Difensore centrale",29/ago/2000 (23),"13,00 mln €",SS Lazio,2023
Patric,"Patric            




            Difensore centrale",17/apr/1993 (31),"4,00 mln €",SS Lazio,2023
Fabio Andrea Ruggeri,"Fabio Andrea Ruggeri            




            Difensore centrale",13/dic/2004 (19),200 mila €,SS Lazio,2023
Matteo Duțu,"Matteo Duțu            




            Difensore centrale",23/nov/2005 (18),200 mila €,SS Lazio,2023
Luca Pellegrini,"Luca Pellegrini            




            Terzino sinistro",07/mar/1999 (25),"3,50 mln €",SS Lazio,2023
Dimitrije Kamenovic,"Dimitrije Kamenovic  




            Terzino sinistro",16/lug/2000 (23),800 mila €,SS Lazio,2023
Adam Marusic,"Adam Marusic            




            Terzino destro",17/ott/1992 (31),"5,00 mln €",SS Lazio,2023
Elseid Hysaj,"Elseid Hysaj            




            Terzino destro",02/feb/1994 (30),"2,50 mln €",SS Lazio,2023
Nicolò Rovella,"Nicolò Rovella  




            Mediano",04/dic/2001 (22),"18,00 mln €",SS Lazio,2023
Danilo Cataldi,"Danilo Cataldi            




            Mediano",06/ago/1994 (29),"5,50 mln €",SS Lazio,2023
Mattéo Guendouzi,"Mattéo Guendouzi            




            Centrale",14/apr/1999 (25),"25,00 mln €",SS Lazio,2023
Toma Bašić,"Toma Bašić            




            Centrale",25/nov/1996 (27),"2,80 mln €",SS Lazio,2023
Matías Vecino,"Matías Vecino  




            Centrale",24/ago/1991 (32),"2,50 mln €",SS Lazio,2023
Larsson Coulibaly,"Larsson Coulibaly            




            Centrale",17/apr/2003 (21),50 mila €,SS Lazio,2023
Manuel Lazzari,"Manuel Lazzari            




            Centrocampista di destra",29/nov/1993 (30),"4,00 mln €",SS Lazio,2023
Daichi Kamada,"Daichi Kamada            




            Trequartista",05/ago/1996 (27),"18,00 mln €",SS Lazio,2023
Luis Alberto,"Luis Alberto            




            Trequartista",28/set/1992 (31),"11,00 mln €",SS Lazio,2023
André Anderson,"André Anderson            




            Trequartista",23/set/1999 (24),400 mila €,SS Lazio,2023
Luca Napolitano,"Luca Napolitano            




            Trequartista",10/gen/2004 (20),50 mila €,SS Lazio,2023
Mattia Zaccagni,"Mattia Zaccagni  




            Ala sinistra",16/giu/1995 (29),"20,00 mln €",SS Lazio,2023
Felipe Anderson,"Felipe Anderson            




            Ala sinistra",15/apr/1993 (31),"8,00 mln €",SS Lazio,2023
Saná Fernandes,"Saná Fernandes            




            Ala sinistra",10/mar/2006 (18),800 mila €,SS Lazio,2023
Gustav Isaksen,"Gustav Isaksen            




            Ala destra",19/apr/2001 (23),"12,00 mln €",SS Lazio,2023
Pedro,"Pedro            




            Ala destra",28/lug/1987 (36),"1,00 mln €",SS Lazio,2023
Diego González,"Diego González            




            Ala destra",07/gen/2003 (21),"1,00 mln €",SS Lazio,2023
Cristiano Lombardi,"Cristiano Lombardi            




            Ala destra",19/ago/1995 (28),100 mila €,SS Lazio,2023
Taty Castellanos,"Taty Castellanos  




            Punta centrale",03/ott/1998 (25),"15,00 mln €",SS Lazio,2023
Ciro Immobile,"Ciro Immobile            




            Punta centrale",20/feb/1990 (34),"4,00 mln €",SS Lazio,2023
Josep Martínez,"Josep Martínez            




            Portiere",27/mag/1998 (26),"8,00 mln €",Genoa CFC,2023
Nicola Leali,"Nicola Leali            




            Portiere",17/feb/1993 (31),600 mila €,Genoa CFC,2023
Franz Stolz,"Franz Stolz            




            Portiere",14/feb/2001 (23),200 mila €,Genoa CFC,2023
Simone Calvani,"Simone Calvani            




            Portiere",16/mag/2005 (19),150 mila €,Genoa CFC,2023
Daniele Sommariva,"Daniele Sommariva            




            Portiere",18/lug/1997 (26),100 mila €,Genoa CFC,2023
Radu Drăgușin,"Radu Drăgușin  




            Difensore centrale",03/feb/2002 (22),"25,00 mln €",Genoa CFC,2023
Koni De Winter,"Koni De Winter            




            Difensore centrale",12/giu/2002 (22),"12,00 mln €",Genoa CFC,2023
Johan Vásquez,"Johan Vásquez            




            Difensore centrale",22/ott/1998 (25),"10,00 mln €",Genoa CFC,2023
Alan Matturro,"Alan Matturro            




            Difensore centrale",11/ott/2004 (19),"4,00 mln €",Genoa CFC,2023
Mattia Bani,"Mattia Bani  




            Difensore centrale",10/dic/1993 (30),"2,50 mln €",Genoa CFC,2023
Giorgio Cittadini,"Giorgio Cittadini  




            Difensore centrale",18/apr/2002 (22),"2,40 mln €",Genoa CFC,2023
Alessandro Vogliacco,"Alessandro Vogliacco            




            Difensore centrale",14/set/1998 (25),"2,00 mln €",Genoa CFC,2023
Davide Biraschi,"Davide Biraschi            




            Difensore centrale",02/lug/1994 (29),900 mila €,Genoa CFC,2023
Faroukou Cissé,"Faroukou Cissé            




            Difensore centrale",09/mar/2004 (20),200 mila €,Genoa CFC,2023
Tommaso Pittino,"Tommaso Pittino            




            Difensore centrale",14/gen/2005 (19),150 mila €,Genoa CFC,2023
Aarón Martín,"Aarón Martín  




            Terzino sinistro",22/apr/1997 (27),"5,00 mln €",Genoa CFC,2023
Ridgeciano Haps,"Ridgeciano Haps            




            Terzino sinistro",12/giu/1993 (31),900 mila €,Genoa CFC,2023
Djed Spence,"Djed Spence            




            Terzino destro",09/ago/2000 (23),"8,00 mln €",Genoa CFC,2023
Silvan Hefti,"Silvan Hefti            




            Terzino destro",25/ott/1997 (26),"2,50 mln €",Genoa CFC,2023
Stefano Sabelli,"Stefano Sabelli            




            Terzino destro",13/gen/1993 (31),"1,50 mln €",Genoa CFC,2023
Emil Bohinen,"Emil Bohinen            




            Mediano",12/mar/1999 (25),"1,80 mln €",Genoa CFC,2023
Milan Badelj,"Milan Badelj   




            Mediano",25/feb/1989 (35),800 mila €,Genoa CFC,2023
Morten Frendrup,"Morten Frendrup            




            Centrale",07/apr/2001 (23),"15,00 mln €",Genoa CFC,2023
Berkan Kutlu,"Berkan Kutlu            




            Centrale",25/gen/1998 (26),"3,80 mln €",Genoa CFC,2023
Morten Thorsby,"Morten Thorsby  




            Centrale",05/mag/1996 (28),"3,00 mln €",Genoa CFC,2023
Pablo Galdames,"Pablo Galdames            




            Centrale",30/dic/1996 (27),"1,50 mln €",Genoa CFC,2023
Filippo Melegoni,"Filippo Melegoni            




            Centrale",18/feb/1999 (25),"1,20 mln €",Genoa CFC,2023
Kevin Strootman,"Kevin Strootman            




            Centrale",13/feb/1990 (34),800 mila €,Genoa CFC,2023
Léandre Kuavita,"Léandre Kuavita            




            Centrale",31/mag/2004 (20),400 mila €,Genoa CFC,2023
Riccardo Arboscello,"Riccardo Arboscello            




            Centrale",10/dic/2005 (18),200 mila €,Genoa CFC,2023
Ruslan Malinovskyi,"Ruslan Malinovskyi            




            Trequartista",04/mag/1993 (31),"8,00 mln €",Genoa CFC,2023
Mattia Aramu,"Mattia Aramu            




            Trequartista",14/mag/1995 (29),"1,30 mln €",Genoa CFC,2023
